2|Natur
31EE2212|ertrunkene Person - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE222|Unfalltod durch extreme Temperatur - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE2221|Unfalltod durch Hitze - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE22211|Unfalltod durch Feuer - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE2222|Unfalltod durch Kälte - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE223|Unfalltod durch innere Ursachen - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE2231|Unfalltod durch Hunger - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE2232|Unfalltod durch Durst - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE2233|Unfalltod durch Luftmangel, Ersticken - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE2234|Unfalltod durch Gift - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE224|Unfalltod durch herunterfallende Gegenstände - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE225|Tod durch die Folgen eines Sturzes - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE228|Tod durch die Einwirkung der natürlichen Umgebung; im besonderen durch Naturkatastrophen - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE229|Tod durch unbeabsichtigte Wirkungen menschlicher Handlungen: im Straßenverkehr, bei der Arbeit etc. - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE23|gewaltsamer Tod; Tötung; Mißhandlung; den Tod suchen - EE - fraglicher Tod, verwundete Person
31EE231|gewaltsamer Tod durch die Elemente - EE - fraglicher Tod, verwundete Person
31EE2311|gewaltsamer Tod im Wasser - EE - fraglicher Tod, verwundete Person
31EE23111|ertränken, über eine Schiffsplanke ins Meer getrieben werden: Gefangene von Piraten (gewaltsamer Tod im Wasser) - EE - fraglicher Tod, verwundete Person
31EE231111|kielholen - EE - fraglicher Tod, verwundete Person
31EE23112|gewaltsamer Tod durch ununterbrochen herabtröpfelndes Wasser - EE - fraglicher Tod, verwundete Person
31EE2312|gewaltsamer Tod durch Feuer - EE - fraglicher Tod, verwundete Person
31EE23121|gewaltsamer Tod durch Verbrennen am (Marter-)Pfahl, auf dem Scheiterhaufen - EE - fraglicher Tod, verwundete Person
31EE231211|gewaltsamer Tod durch Verbrennen auf dem Bratrost - EE - fraglicher Tod, verwundete Person
31EE23122|gewaltsamer Tod durch die Folterung eines Körperteils mit Feuer - EE - fraglicher Tod, verwundete Person
31EE231221|gewaltsamer Tod durch Kochen, Sieden - EE - fraglicher Tod, verwundete Person
31EE23123|gewaltsamer Tod durch Elektrizität - EE - fraglicher Tod, verwundete Person
31EE231231|gewaltsamer Tod auf dem elektrischen Stuhl - EE - fraglicher Tod, verwundete Person
31EE2313|gewaltsamer Tod im Erdreich - EE - fraglicher Tod, verwundete Person
31EE23131|lebendig begraben werden (gewaltsamer Tod) - EE - fraglicher Tod, verwundete Person
31EE231311|vollständig begraben werden (gewaltsamer Tod) - EE - fraglicher Tod, verwundete Person
31EE231312|teilweise begraben werden (gewaltsamer Tod) - EE - fraglicher Tod, verwundete Person
31EE23132|lebendig eingemauert werden (gewaltsamer Tod) - EE - fraglicher Tod, verwundete Person
31EE2314|gewaltsamer Tod durch fehlende, verunreinigte Luft - EE - fraglicher Tod, verwundete Person
31EE23141|Ersticken durch Luftmangel - EE - fraglicher Tod, verwundete Person
31EE23142|Ersticken durch Gas (gewaltsamer Tod) - EE - fraglicher Tod, verwundete Person
31EE23143|Ersticken durch giftige Dämpfe - EE - fraglicher Tod, verwundete Person
31EE232|gewaltsamer Tod durch extreme Temperaturen - EE - fraglicher Tod, verwundete Person
31EE2321|gewaltsamer Tod durch Hitze (siedendes Blei, brennende Kohle etc.) - EE - fraglicher Tod, verwundete Person
31EE2322|gewaltsamer Tod durch Kälte - EE - fraglicher Tod, verwundete Person
31EE23221|gewaltsamer Tod durch Erfrieren - EE - fraglicher Tod, verwundete Person
31EE233|gewaltsamer Tod durch innere Ursachen - EE - fraglicher Tod, verwundete Person
31EE2331|gewaltsamer Tod durch Verhungern - EE - fraglicher Tod, verwundete Person
31EE23319|gewaltsamer Tod durch Überernährung, Überfressen - EE - fraglicher Tod, verwundete Person
31EE2332|gewaltsamer Tod durch Verdursten - EE - fraglicher Tod, verwundete Person
31EE2333|gewaltsamer Tod durch Gift - EE - fraglicher Tod, verwundete Person
31EE23331|gewaltsamer Tod durch vergiftetes Essen - EE - fraglicher Tod, verwundete Person
31EE23332|gewaltsamer Tod durch vergiftete Getränke - EE - fraglicher Tod, verwundete Person
31EE233321|gewaltsamer Tod durch einen Giftbecher, -kelch - EE - fraglicher Tod, verwundete Person
31EE23333|gewaltsamer Tod durch den Biß oder Stich eines giftigen Tieres - EE - fraglicher Tod, verwundete Person
31EE233331|gewaltsamer Tod durch einen Schlangenbiß - EE - fraglicher Tod, verwundete Person
31EE23334|gewaltsamer Tod durch einen vergifteten Gegenstand - EE - fraglicher Tod, verwundete Person
31EE23335|gewaltsamer Tod durch eine Giftspritze - EE - fraglicher Tod, verwundete Person
31EE234|gewaltsamer Tod durch Schläge, Tritte, Stiche etc. - EE - fraglicher Tod, verwundete Person
31EE2341|gewaltsamer Tod durch das Werfen bzw. Schleudern eines schweren Gegenstandes - EE - fraglicher Tod, verwundete Person
31EE23411|gewaltsamer Tod durch Steinigung - EE - fraglicher Tod, verwundete Person
31EE2342|gewaltsamer Tod durch einen Schlag auf den Kopf - EE - fraglicher Tod, verwundete Person
31EE23421|gewaltsamer Tod durch einen Schlag mit einem Gegenstand auf den Kopf - EE - fraglicher Tod, verwundete Person
31EE23422|gewaltsamer Tod durch ein Wurfgeschoß, das den Kopf trifft - EE - fraglicher Tod, verwundete Person
31EE23423|gewaltsamer Tod durch einen Schlag mit der Hand bzw. Faust auf den Kopf - EE - fraglicher Tod, verwundete Person
31EE2343|gewaltsamer Tod durch Schläge auf andere Körperteile - EE - fraglicher Tod, verwundete Person
31EE23431|gewaltsamer Tod durch Geißelung - EE - fraglicher Tod, verwundete Person
31EE2344|gewaltsamer Tod durch Zerkratzen - EE - fraglicher Tod, verwundete Person
31EE2345|gewaltsamer Tod durch Erstechen - EE - fraglicher Tod, verwundete Person
31EE23451|gewaltsamer Tod in einem Faß, durch dessen Seiten Nägel geschlagen worden sind - EE - fraglicher Tod, verwundete Person
31EE2346|gewaltsamer Tod durch eine Waffe - EE - fraglicher Tod, verwundete Person
31EE23461|gewaltsamer Tod durch einen Pfeil bzw. mehrere Pfeile - EE - fraglicher Tod, verwundete Person
31EE23462|gewaltsamer Tod durch eine Lanze oder einen Speer - EE - fraglicher Tod, verwundete Person
31EE23463|gewaltsamer Tod durch Hieb- und Stichwaffen - EE - fraglicher Tod, verwundete Person
31EE234631|gewaltsamer Tod durch das Schwert - EE - fraglicher Tod, verwundete Person
31EE234632|gewaltsamer Tod durch einen Dolch oder ein Messer - EE - fraglicher Tod, verwundete Person
31EE2347|gewaltsamer Tod durch Schußwaffen - EE - fraglicher Tod, verwundete Person
31EE23471|gewaltsamer Tod durch eine Bombe oder Handgranate - EE - fraglicher Tod, verwundete Person
31EE23472|gewaltsamer Tod durch Füsilierung - EE - fraglicher Tod, verwundete Person
31EE2348|gewaltsamer Tod durch Hinabwerfen von einer Anhöhe oder in eine Grube - EE - fraglicher Tod, verwundete Person
31EE23481|gewaltsamer Tod durch Hinabwerfen durch eine Falltür - EE - fraglicher Tod, verwundete Person
31EE235|gewaltsamer Tod durch Mißhandlung, Folter - EE - fraglicher Tod, verwundete Person
31EE2351|gewaltsamer Tod durch Streckung, Dehnung des Körpers - EE - fraglicher Tod, verwundete Person
31EE2352|gewaltsamer Tod durch Beugen, Krümmen des Körpers - EE - fraglicher Tod, verwundete Person
31EE2353|gewaltsamer Tod durch ungewöhnliche Fesselung - EE - fraglicher Tod, verwundete Person
31EE23531|gewaltsamer Tod durch Rädern - EE - fraglicher Tod, verwundete Person
31EE23532|gewaltsamer Tod durch Anbinden oder Fesseln hinter ein Fahrzeug oder ein Tier - EE - fraglicher Tod, verwundete Person
31EE2354|gewaltsamer Tod durch Erwürgen bzw. Strangulieren - EE - fraglicher Tod, verwundete Person
31EE23541|gewaltsamer Tod durch Zerquetschen - EE - fraglicher Tod, verwundete Person
31EE2355|gewaltsamer Tod durch Erhängen - EE - fraglicher Tod, verwundete Person
31EE2356|gewaltsamer Tod durch eine Kreuzigung - EE - fraglicher Tod, verwundete Person
31EE23561|gewaltsamer Tod durch eine Kreuzigung (der Gekreuzigte steht aufrecht) - EE - fraglicher Tod, verwundete Person
31EE23562|gewaltsamer Tod durch eine Kreuzigung (der Gekreuzigte hängt mit dem Kopf nach unten) - EE - fraglicher Tod, verwundete Person
31EE23563|gewaltsamer Tod durch Kreuzigung an einem Andreaskreuz - EE - fraglicher Tod, verwundete Person
31EE236|gewaltsamer Tod durch Verstümmelung - EE - fraglicher Tod, verwundete Person
31EE2361|gewaltsamer Tod durch Knochenbrechen - EE - fraglicher Tod, verwundete Person
31EE2362|gewaltsamer Tod durch Abschneiden, Absägen, Abreißen von Körperteilen - EE - fraglicher Tod, verwundete Person
31EE23621|gewaltsamer Tod durch Enthauptung - EE - fraglicher Tod, verwundete Person
31EE236211|gewaltsamer Tod durch Enthauptung mit einer Guillotine - EE - fraglicher Tod, verwundete Person
31EE236212|kopfloser Rumpf einer enthaupteten Person - EE - fraglicher Tod, verwundete Person
31EE236219|Kopf einer enthaupteten Person - EE - fraglicher Tod, verwundete Person
31EE2362191|Kopf einer enthaupteten Person auf einer Schüssel bzw. auf einem Teller - EE - fraglicher Tod, verwundete Person
31EE2362192|Kopf einer enthaupteten Person auf einem Pfahl oder einer Stange - EE - fraglicher Tod, verwundete Person
31EE2362193|Mißhandlung des Kopfes einer enthaupteten Person - EE - fraglicher Tod, verwundete Person
31EE23622|gewaltsamer Tod durch Ausreißen der Zunge - EE - fraglicher Tod, verwundete Person
31EE23623|gewaltsamer Tod durch Aufschlitzung, Herausreißen von Eingeweiden - EE - fraglicher Tod, verwundete Person
31EE23624|gewaltsamer Tod durch Vierteilung - EE - fraglicher Tod, verwundete Person
31EE23625|gewaltsamer Tod durch Blendung - EE - fraglicher Tod, verwundete Person
31EE2363|gewaltsamer Tod durch Schinden, Abziehen der Haut - EE - fraglicher Tod, verwundete Person
31EE2364|gewaltsamer Tod durch Öffnung der Arterien - EE - fraglicher Tod, verwundete Person
31EE2365|gewaltsamer Tod durch Vorwerfen eines/mehrerer Menschen vor wilde Tiere - EE - fraglicher Tod, verwundete Person
31EE237|gewaltsamer Tod durch psychische bzw. psychologische Mittel - EE - fraglicher Tod, verwundete Person
31EE238|den Tod suchen, Selbstmord, Freitod - EE - fraglicher Tod, verwundete Person
31EE2381|Selbstaufopferung, Tod für ein höheres Ziel - EE - fraglicher Tod, verwundete Person
31EE2382|Selbstmord aus Verzweiflung - EE - fraglicher Tod, verwundete Person
31F|Symbole und Personifikationen des Todes
31F1|Symbole des Todes
31F11|Totenkopf, Totenschädel (als Symbol des Todes)
31F111|Totenschädel als Gefahrenzeichen
31F12|Knochen (als Symbol des Todes)
31F2|Personifikationen des Todes; Ripa: Morte
31F21|der Tod als Kind
31F22|der Tod als Jugendlicher
31F23|der Tod als erwachsener Mann
31F24|der Tod als alter Mann
31F25|der Tod als (verwesender) Leichnam
31F26|der Tod als Skelett
31F27|der Tod als teuflisches Wesen
31F3|Totentanz; der Tod tanzt mit einem oder mehreren Menschen
31F31|der Tod tanzt mit mehr als einem Menschen
31F31(...)|der Tod tanzt mit mehr als einem Menschen (mit Anzahl der Personen)
31F32|der Tod tanzt mit einer Person
31F33|der Tod kämpft mit dem Leben oder mit den Lebenden
31F331|der Tod besiegt das Leben oder die Lebenden
31F34|der besiegte Tod
31FF2|Personifikationen des Todes; Ripa: Morte - FF - der Tod als Frau
31FF21|der Tod als Kind - FF - der Tod als Frau
31FF22|der Tod als Jugendlicher - FF - der Tod als Frau
31FF23|der Tod als erwachsener Mann - FF - der Tod als Frau
31FF24|der Tod als alter Mann - FF - der Tod als Frau
31FF25|der Tod als (verwesender) Leichnam - FF - der Tod als Frau
31FF26|der Tod als Skelett - FF - der Tod als Frau
31FF27|der Tod als teuflisches Wesen - FF - der Tod als Frau
31G|die Seele
31G1|die Seele während des Lebens
31G2|die Seele während des Sterbens, beim Tod
31G3|die Seele nach dem Tod
31G31|die Seele verläßt in Gestalt eines kleinen Menschen den Körper
31G311|die Seele wird von Engeln zum Himmel getragen
31G32|die reisende Seele
31G321|das Totenschiff
31G322|ein Engel führt die Seele zum Himmel; Psychopompos
31G33|die Seele wird geprüft; die Seele vor ihrem Richter
31G331|das Wägen der Seele
31G332|das Buch des Lebens wird geöffnet
31G34|die verdammte Seele; Ripa: Anima dannata
31G35|Engel und Teufel kämpfen um die Seele
31G36|die Seele auf dem Weg zu ihrem letzten Bestimmungsort
31G361|der Teufel trägt die Seele fort
31G4|die Seele in der Ewigkeit
32|Menschentypen; Völker und Nationalitäten
32A|Menschentypen
32A1|die Vier Temperamente; Ripa: Complessione
32A11|cholerisches Temperament
32A110|Ripa: Colerico (per il fuoco)
32A12|sanguinisches Temperament
32A120|Ripa: Sanguigno (per l'aria)
32A13|phlegmatisches Temperament
32A130|Ripa: Flemmatico (per l'acqua)
32A14|melancholisches Temperament
32A140|Ripa: Malenconico (per la terra), Malinconia
32A141|Weltschmerz
32A2|dick und dünn (Menschentypen)
32A21|dick (Menschentyp)
32A210|Ripa: Grassezza
32A211|Steatopygie, Fettsteiß (Menschentyp)
32A22|dünn (Menschentyp)
32A3|Optimist und Pessimist (Menschentypen)
32A31|Optimist
32A32|Pessimist
32A4|verschiedene Menschentypen
32A41|Asket
32A42|Feigling
32A43|Vielfraß, Schlemmer
32A44|Geizhals
32A45|Schmarotzer, Schnorrer
32A46|Faulpelz
32A49|andere Menschentypen
32A49(...)|andere Menschentypen (mit NAME des Typus)
32A5|Karikaturen (von Menschentypen)
32A6|Physiognomie
32A61|Phrenologie
32A62|Chirognomie
32A7|Charaktere (Menschentypen)
32A8|Leidenschaften, Emotionen, Affekte
32B|Völker; Ethnien; Nationalitäten
32B1|der prähistorische Mensch
32B11|Rekonstruktion des prähistorischen Menschen
32B11(...)|Rekonstruktion des prähistorischen Menschen (mit NAMEN)
32B11(NEANDERTHAL)|Rekonstruktion des prähistorischen Menschen: Neandertaler
32B12|Rekonstruktion von Leben und Kultur prähistorischer Menschen
32B2|’historische’ Ethnien
32B2(...)|historische Ethnien (mit NAMEN)
32B2(AMBRONES)|historische Ethnien: Ambrones
32B2(AZTEC)|historische Ethnien: Azteken
32B2(BATAVIANS)|historische Ethnien: Batavianer
32B2(CARIANS)|historische Ethnien: Karer
32B2(CARTHAGINIANS)|historische Ethnien: Karthager
32B2(GAULS)|historische Ethnien: Gallier
32B2(GOTHS)|historische Ethnien: Goten
32B2(LYDIANS)|historische Ethnien: Lydier
32B2(OSCI)|historische Ethnien: Osci
32B2(PHOENICIANS)|historische Ethnien: Phönizier
32B2(ROMANS)|historische Ethnien: Römer
32B2(SCYTHIANS)|historische Ethnien: Skythen
32B2(TEUTONS)|historische Ethnien: Germanen
32B2(THRACIANS)|historische Ethnien: Thraker
32B3|Ethnien und Nationalitäten (keine prähistorischen oder historischen)
32B31|europäische Ethnien, Europäer
32B311|indigene europäische Ethnien
32B311(...)|indigene europäische Ethnien (mit NAMEN)
32B311(ALBANIANS)|Europäer: Albaner
32B311(BELGIANS)|Europäer: Belgier
32B311(BRITONS)|Europäer: Briten
32B311(BULGARIANS)|Europäer: Bulgaren
32B311(CROATS)|Europäer: Kroaten
32B311(CZECHS)|Europäer: Tschechen
32B311(DANES)|Europäer: Dänen
32B311(DUTCH)|Europäer: Niederländer
32B311(ENGLISH)|Europäer: Engländer
32B311(FLEMINGS)|Europäer: Flamen
32B311(FRENCH)|Europäer: Französen
32B311(GERMANS)|Europäer: Deutsche
32B311(GREEKS)|Europäer: Griechen
32B311(HUNGARIANS)|Europäer: Ungarn
32B311(IRISH)|Europäer: Iren
32B311(ITALIANS)|Europäer: Italiener
32B311(POLES)|Europäer: Polen
32B311(PORTUGUESE)|Europäer: Portugiesen
32B311(RUMANIANS)|Europäer: Rumänen
32B311(RUSSIANS)|Europäer: Russen
32B311(SCOTS)|Europäer: Schotten
32B311(SERBIANS)|Europäer: Serben
32B311(SLAVS)|Europäer: Slawen
32B311(SLOVAKS)|Europäer: Slowaken
32B311(SPANIARDS)|Europäer: Spanier
32B311(SWEDES)|Europäer: Schweden
32B311(WALLOONS)|Europäer: Wallonen
32B312|(Nachfahren) europäische(r) Emigranten; Personen, die aus Europa migrieren
32B312(...)|(Nachfahren) europäische(r) Emigranten; Personen, die aus Europa migrieren (mit NAMEN der AUFNEHMENDEN ETHNIE)
32B312(AMERICA)|(Nachfahren) europäische(r) Emigranten nach Amerikan
32B312(AUSTRALIA)|(Nachfahren) europäische(r) Emigranten nach Australien
32B313|europäische Immigranten; Personen, die nach Europa migrieren
32B313(...)|europäische Immigranten (mit NAMEN des HERKUNFTSETHNIE)
32B313(MOROCCO)|europäische Immigranten aus Marokko
32B313(SRI LANKA)|europäische Immigranten aus Sri Lanka
32B32|afrikanische Ethnien, Afrikaner
32B32(...)|afrikanische Ethnien, Afrikaner (mit NAMEN)
32B32(BEDOUINS)|afrikanische Ethnien, Afrikaner: Beduinen
32B32(TUNISIANS)|afrikanische Ethnien, Afrikaner: Tunesier
32B321|indigene Ethnien des subsaharischen Afrika
32B321(...)|indigene Ethnien des subsaharischen Afrika (mit NAMEN)
32B321(BANTUS)|indigene Ethnien des subsaharischen Afrika: Bantu Völker
32B321(NIGERIANS)|indigene Ethnien des subsaharischen Afrika: Nigerianer
32B3211|Amerikaner mit afrikanischen Wurzeln, Afro-Amerikaner
32B3212|(Nachfahren) afrikanische(r) Emigranten; Personen, die aus Afrika migrieren
32B3212(...)|(Nachfahren) afrikanische(r) Emigranten; Personen, die aus Afrika migrieren (mit NAMEN der AUFNEHMENDEN ETHNIE)
32B3212(AMERICA)|(Nachfahren) afrikanische(r) Emigranten: Amerikaner
32B3212(GREAT BRITAIN)|(Nachfahren) afrikanische(r) Emigranten: Engländer
32B3212(ISRAEL)|(Nachfahren) afrikanische(r) Emigranten: Israelis
32B3213|afrikanische Immigranten; Personen, die nach Afrika migrieren
32B3213(...)|afrikanische Immigranten (mit NAMEN der HERKUNFTSETHNIE)
32B3213(GREAT BRITAIN)|afrikanische Immigranten: Engländer
32B3213(INDIA)|afrikanische Immigranten: Inder
32B3213(THE NETHERLANDS)|afrikanische Immigranten: Niederländer
32B33|asiatische Ethnien, Asiaten
32B33(...)|asiatische Ethnien, Asiaten (mit NAMEN)
32B33(INDIANS)|asiatische Ethnien, Asiaten: Inder
32B33(PERSIANS)|asiatische Ethnien, Asiaten: Perser
32B33(TURKS)|asiatische Ethnien, Asiaten: Türken
32B331|indigene Ethnien Zentral- und Ostasiens
32B3311|Chinesen
32B3312|Japaner
32B3313|Mongolen
32B3314|Koreaner
32B332|(Nachfahren) asiatische(r) Emigranten; Personen, die aus Asien migrieren
32B332(...)|(Nachfahren) asiatische(r) Emigranten; Personen, die aus Asien migrieren (mit NAMEN des ZIELORTS)
32B332(AUSTRALIA)|(Nachfahren) asiatische(r) Emigranten: Australier
32B333|asiatische Immigranten; Personen, die nach Asien migrieren
32B333(...)|asiatische Immigranten (mit NAMEN der HERKUNFTSETHNIE)
32B333(EUROPE)|asiatische Immigranten: Europäer
32B34|amerikanische Ethnien, Amerikaner
32B341|indigene Ethnien der arktischen Regionen
32B341(...)|indigene Ethnien der arktischen Regionen (mit NAMEN)
32B341(INUIT)|indigene Ethnien der arktischen Regionen: Inuit
32B341(INUPIAT)|indigene Ethnien der arktischen Regionen: Inupiat
32B341(YUPIK)|indigene Ethnien der arktischen Regionen: Yupik
32B342|indigene Ethnien Nordamerikas
32B342(...)|indigene Ethnien Nordamerikas (mit NAMEN)
32B342(SHOSHONE)|indigene Ethnien Nordamerikas: Shoshone
32B342(SIOUX)|indigene Ethnien Nordamerikas: Sioux
32B343|indigene Ethnien Mittelamerikas
32B344|indigene Ethnien Südamerikas
32B345|indigene Ethnien der Karibik
32B346|(Nachfahren) amerikanische(r) Emigranten; Personen, die aus Amerika migrieren
