2|nature
25F711(SCARABAEUS)|scarabaeus
25F711(WASP)|dragon-fly
25F711(WASP)|flea
25F711(WASP)|louse
25F711(WASP)|wasp
25F712|centipede
25F712|millipede
25F713|spider
25F714|mite (insect)
25F715|scorpion
25F716|crustacean
25F716(CRAB)|crab
25F716(LOBSTER)|lobster
25F72|mollusc
25F72(CUTTLE-FISH)|cuttle-fish
25F72(MUREX)|murex
25F72(MUSSEL)|mussel
25F72(NAUTILUS)|nautilus
25F72(OCTOPUS)|octopus
25F72(OYSTER)|oyster
25F72(POLYP)|polyp
25F72(SNAIL)|snail
25F72(SQUID)|squid
25F73|worm
25F73(...)|blood-sucker
25F73(...)|chaetopod
25F73(...)|earthworm
25F73(...)|leech
25F73(...)|roundworm
25F73(...)|tapeworm
25F74|echinoderm
25F74(SEA-URCHIN)|sea-urchin
25F74(STARFISH)|starfish
25F75|coelenterate
25F75(...)|polyp
25F75(CORAL)|coral
25F75(JELLY-FISH)|jelly-fish
25F75(SPONGE)|sponge
25F76|bacilli
25F76|bacteria
25F76|unicellular animal
25F8|extinct
25F8(...)|ichthyosaurus
25F81|prehistory
25F82|fossil
25F9|monster
25F9|shape
25F91|large
25F92|small
25F93|multiple birth
25F94|absence
25F94|limb
25F94|organ (part of body)
25F95|limb
25F95|multitude
25F95|organ (part of body)
25F951|head (animal)
25F951|three
25F952|bicorporate
25F952|head (animal)
25F952|trunk (body)
25F952|two
25F96|limb
25F96|organ (part of body)
25F97|deformation
25F97|limb
25F97|organ (part of body)
25F971|large
25F972|small
25FF|Mostri
25FF|Ripa
25FF|animal
25FF|fabulous animal
25FF|fiction
25FF|grotesque
25FF1|group
25FF2|mammal
25FF21|domestic animal
25FF23(BADGER)|badger
25FF23(BEAR)|bear
25FF23(CHEETAH)|cheetah
25FF23(CROCOTAS)|crocotas
25FF23(ERMINE)|ermine
25FF23(FERRET)|ferret
25FF23(FOX)|fox
25FF23(HYENA)|hyena
25FF23(ICHNEUMON)|ichneumon
25FF23(LION)|lion
25FF23(LYNX)|lynx
25FF23(MANGOUSTE)|mangouste
25FF23(MARTEN)|marten
25FF23(PANTHER)|panther
25FF23(SABLE)|sable
25FF23(WEASEL)|weasel
25FF23(WOLF)|wolf
25FF231|Griffo
25FF231|Ripa
25FF231|eagle
25FF231|griffin
25FF231|lion
25FF232|Chimera
25FF232|Ripa
25FF232|goat
25FF232|lion
25FF232|snake
25FF233|changing
25FF233|hyena
25FF233|metamorphosis
25FF233|sex
25FF24(BISON)|aurochs
25FF24(BISON)|bison
25FF24(BISON)|bonasus
25FF24(BISON)|reindeer
25FF24(BONNACON)|bonasa
25FF24(BONNACON)|bonnacon
25FF24(CATOBLEPAS)|catoblepas
25FF24(ELK)|elk
25FF24(ELK)|reindeer
25FF24(GNU)|gnu
25FF24(GNU)|reindeer
25FF24(OX WITH ONE HORN)|horn
25FF24(OX WITH ONE HORN)|one
25FF24(OX WITH ONE HORN)|ox
25FF24(OX WITH ONE HORN)|ox with one horn
25FF24(OX WITH ONE HORN)|unicorn
25FF24(OX WITH THREE HORNS)|horn
25FF24(OX WITH THREE HORNS)|ox
25FF24(OX WITH THREE HORNS)|ox with three horns
25FF24(OX WITH THREE HORNS)|three
25FF24(WINGED HORSE)|Pegasus
25FF24(WINGED HORSE)|horse
25FF24(WINGED HORSE)|wing
25FF241|horn
25FF241|one
25FF241|smell:cinnamon
25FF241|unicorn
25FF2411|Chasse à la licorne
25FF2411|hunting
25FF2411|huntress
25FF2411|virgin
25FF2412|pirassoipi
25FF2412|two
25FF2413|antelope
25FF2413|oryx unicornis
25FF242|eagle
25FF242|hippogriph
25FF242|horse
25FF243|antalops
25FF243|reindeer
25FF244|leucrota
25FF245|bear
25FF245|parandrus
25FF245|stag
25FF246|horn
25FF246|yale
25FF246|éale
25FF2461|centicore
25FF26(HARE)|hare
25FF26(MOUSE)|mouse
25FF26(MUSK-RAT)|musk-rat
25FF26(MUSK-RAT)|musquash
25FF26(RABBIT)|rabbit
25FF26(RAT)|rat
25FF26(WOMBAT)|wombat
25FF28(BAT)|bat
25FF29(ARMADILLO)|armadillo
25FF29(LERTIX)|lertix
25FF29(MOLE)|mole (mammal)
25FF29(PORCUPINE)|porcupine
25FF3|bird
25FF3(AVALERION)|avalerion
25FF3(CARABAS)|carabas
25FF3(CARISTA)|carista
25FF3(FIRE-BIRD)|fire-bird
25FF3(HARPY)|Arpie
25FF3(HARPY)|Harpies
25FF3(HARPY)|Ripa
25FF3(HARPY)|harpy
25FF3(HERCYNIAN BIRD)|ercinee bird
25FF3(HERCYNIAN BIRD)|hercynian bird
25FF3(PHOENIX)|phoenix
25FF3(PORPHYRION)|porphyrion
25FF3(ROC)|roc
25FF3(SELEUCIDIAN BIRD)|seleucidian bird
25FF3(STELLINUS)|stellinus
25FF3(TRAGOPA)|tragopa
25FF31|domestic animal
25FF311|basilisk
25FF311|cock
25FF311|snake
25FF312|alchemy
25FF312|cock
25FF312|cockatrice
25FF312|dragon
25FF32(CROW)|crow
25FF32(FINCH)|finch
25FF32(GOLDFINCH)|goldfinch
25FF32(LARK)|lark
25FF32(STARLING)|starling
25FF32(WARBLER)|warbler
25FF32(WHITE THROAT)|white throat
25FF32(WREN)|wren
25FF33(FISH-HAWK)|fish-hawk
25FF33(FISH-HAWK)|osprey
25FF33(KITE)|kite (bird)
25FF33(SPARROW-HAWK)|sparrow-hawk
25FF33(VULTURE)|vulture
25FF331|vulpanser
25FF332|eagle
25FF332|two
25FF35(BIRD OF PARADISE)|bird of paradise
25FF35(BIRD OF PARADISE)|paradise
25FF35(HORNBILL)|hornbill
25FF35(PARROT)|parrot
25FF35(PEACOCK)|peacock
25FF36(COOT)|coot
25FF36(DIPPER)|dipper
25FF36(DUCK)|duck
25FF36(GOOSE)|goose
25FF36(PELICAN)|pelican
25FF36(SWAMP-HEN)|swamp-hen
25FF371|caladrius
25FF371|charadrius
25FF38(...)|guinea-hen
25FF38(BUSTARD)|bustard
25FF38(BUSTARD)|otis
25FF38(OSTRICH)|ostrich
25FF38(PARTRIDGE)|partridge
25FF38(PHEASANT)|pheasant
25FF38(TURKEY)|turkey
25FF39(HOOPOE)|hoopoe
25FF4|reptile
25FF411|dragon
25FF412|fire
25FF412|salamander
25FF412|spirit
25FF421|aspic
25FF422|dragon
25FF423|hydrus
25FF4231|Hidra
25FF4231|Ripa
25FF4231|hydra
25FF424|amphisbaena
25FF425|horn
25FF4251|cerastes
25FF43(ALLIGATOR)|alligator
25FF5|amphibian
25FF51(TOAD)|toad
25FF6|fish
25FF61|leviathan
25FF61(SHARK)|shark
25FF62|hippocamp
25FF62|hippocampus
25FF62|horse
25FF62|monster
25FF62|sea-horse
25FF62(CARP)|carp
25FF62(HERRING)|herring
25FF62(SALMON)|salmon
25FF63|dragon
25FF63|pistrix
25FF63|sea-dragon
25FF63(LAMPREY)|lamprey
25FF63(SEA-EEL)|sea-eel
25FF64|echeneis remora
25FF64|remore
25FF65|large
25FF65|serra
25FF7|lower animal
25FF711|pyrausta
25FF711(...)|dragon-fly
25FF711(...)|flea
25FF711(...)|louse
25FF711(CICADA)|cicada
25FF711(CRICKET)|cricket (insect)
25FF711(DUNG-BEETLE)|dung-beetle
25FF716(CRAB)|crab
25FF716(LOBSTER)|lobster
25FF72(KRAKEN)|kraken
25FF72(NAUTILUS)|nautilus
25FF72(OCTOPUS)|octopus
25FF72(POLYP)|polyp
25FF72(SNAIL)|snail
25FF72(SQUID)|squid
25FF73(...)|blood-sucker
25FF73(...)|chaetopod
25FF73(...)|earthworm
25FF73(...)|leech
25FF73(...)|roundworm
25FF73(...)|tapeworm
25FF74(SEA-URCHIN)|sea-urchin
25FF74(STARFISH)|starfish
25FF75(...)|polyp
25FF75(CORAL)|coral
25FF75(JELLY-FISH)|jelly-fish
25FF75(SPONGE)|sponge
25FF8|extinct
25FF8(...)|ichthyosaurus
25FF9|monster
25FF9|shape
25FF971|large
25FF972|small
25G|plant
25G11|group
25G11|tree
25G12|bush
25G12|group
25G13|group
25G14|group
25G14|lower plant
25G2|product
25G21|fruit
25G21(ACORN)|acorn
25G21(ACORN)|mulberry
25G21(ALMOND)|almond
25G21(ALMOND)|mulberry
25G21(APPLE)|apple
25G21(APPLE)|mulberry
25G21(BEANS)|bean
25G21(BEANS)|mulberry
25G21(BILBERRY)|bilberry
25G21(BILBERRY)|mulberry
25G21(BLACKBERRY)|blackberry
25G21(CHERRY)|cherry
25G21(CHERRY)|mulberry
25G21(CHESTNUT)|chestnut
25G21(CHESTNUT)|mulberry
25G21(FIG)|fig
25G21(FIG)|mulberry
25G21(GOURD)|gourd
25G21(GOURD)|mulberry
25G21(HAZELNUT)|hazelnut
25G21(KAKI PERSIMMON)|diospyros kaki
25G21(KAKI PERSIMMON)|kaki persimmon
25G21(LEMON)|lemon
25G21(LEMON)|mulberry
25G21(MEDLAR)|medlar
25G21(MEDLAR)|mulberry
25G21(MELON)|melon
25G21(MULBERRY)|mulberry
25G21(NUTS)|nut
25G21(OLIVE)|olive
25G21(ORANGE)|orange
25G21(PEACH)|mulberry
25G21(PEACH)|peach
25G21(PEAR)|mulberry
25G21(PEAR)|pear
25G21(PINE-CONE)|mulberry
25G21(PINE-CONE)|pine-cone
25G21(PINEAPPLE)|mulberry
25G21(PINEAPPLE)|pineapple
25G21(PLUM)|mulberry
25G21(PLUM)|plum
25G21(POMEGRANATE)|mulberry
25G21(POMEGRANATE)|pomegranate
25G21(PUMPKIN)|mulberry
25G21(PUMPKIN)|pumpkin
25G21(QUINCE)|mulberry
25G21(QUINCE)|quince
25G21(RASPBERRY)|raspberry
25G21(SPRUCE-CONE)|mulberry
25G21(SPRUCE-CONE)|spruce-cone
25G21(STRAWBERRY)|mulberry
25G21(STRAWBERRY)|strawberry
25G21(WALNUT)|mulberry
25G21(WALNUT)|nut
25G21(WALNUT)|walnut
25G211(...)|peel
25G211(...)|rind
25G211(...)|shell
25G211(...)|skin
25G211(NUTSHELL)|nutshell
25G2111|seed
25G2111(...)|lentil
25G2111(PEA)|pea
25G2111(THISTLE-SEED)|thistle-seed
25G22(...)|bark (skin)
25G22(...)|bulb
25G22(...)|carrot
25G22(...)|cork
25G22(...)|root
25G22(...)|tuber
25G22(ASPARAGUS)|asparagus
25G22(CINNAMON)|cinnamon
25G22(ONION)|onion
25G22(RADISH)|radish
25G22(TURNIP)|turnip
25G3|tree
25G3(ACACIA)|acacia
25G3(ACER)|acer
25G3(ACER)|maple
25G3(ALDER)|alder
25G3(ALMOND-TREE)|almond-tree
25G3(APPLE-TREE)|apple-tree
25G3(ASH-TREE)|ash-tree
25G3(AVOCADO)|avocado
25G3(BEECH)|beech
25G3(BIRCH)|birch (tree)
25G3(CEDAR)|cedar
25G3(CHERRY-TREE)|cherry-tree
25G3(COCONUT-TREE)|coconut-tree
25G3(CYPRESS)|cypress
25G3(DATE-PALM)|date-palm
25G3(DRACENA)|dracena
25G3(ELM)|elm
25G3(FIG-TREE)|fig-tree
25G3(FIR)|fir
25G3(HOLM-OAK)|holm-oak
25G3(INDIAN BANYAN)|Indian banyan tree
25G3(INDIAN BANYAN)|banyan tree
25G3(LAUREL)|laurel
25G3(LEMON-TREE)|lemon-tree
25G3(LINDEN)|linden
25G3(MULBERRY-TREE)|mulberry-tree
25G3(MYRRH-TREE)|myrrh-tree
25G3(OAK)|oak
25G3(OLEASTER)|oleaster
25G3(OLIVE-TREE)|olive-tree
25G3(PALM-TREE)|palm-tree
25G3(PEACH-TREE)|peach-tree
25G3(PINE)|pine-tree
25G3(PLANE-TREE)|plane-tree
25G3(PLUM-TREE)|plum tree
25G3(POMEGRANATE-TREE)|pomegranate-tree
25G3(POPLAR)|poplar
25G3(QUINCE-TREE)|quince-tree
25G3(SPRUCE)|spruce
25G3(STINKING BEAN TREFOIL)|stinking bean trefoil
25G3(WALNUT-TREE)|nut-tree
25G3(WALNUT-TREE)|walnut-tree
25G3(WHITE POPLAR)|white poplar
25G3(WILLOW)|willow
25G3(YEW)|yew
25G31|bush
25G31(...)|incense bush
25G31(BLACKBERRY-BUSH)|blackberry-bush
25G31(BOX)|box (plant)
25G31(BROOM)|broom (plant)
25G31(BUCKTHORN)|buckthorn
25G31(HAZEL)|hazel
25G31(JUNIPER)|juniper
25G31(MYRTLE)|myrtle
25G31(OLEANDER)|oleander
25G31(PRIVET)|privet
25G31(ROSE-BUSH)|rose-bush
25G39|diagram
25G39|scheme
25G391|alchemy
25G391|philosophy
25G4|herb
25G4(ACANTHUS)|acanthus
25G4(ACANTHUS)|barley
25G4(ACANTHUS)|lotus
25G4(ACANTHUS)|mint-plant
25G4(ALOE)|aloe
25G4(ALOE)|barley
25G4(ALOE)|lotus
25G4(ALOE)|mint-plant
25G4(AMARANTH)|amaranth
25G4(ARTICHOKE)|artichoke
25G4(ARTICHOKE)|barley
25G4(ARTICHOKE)|lotus
25G4(ARTICHOKE)|mint-plant
25G4(BASIL)|barley
25G4(BASIL)|basil
25G4(BASIL)|lotus
25G4(BASIL)|mint-plant
25G4(BEAN)|barley
25G4(BEAN)|bean
25G4(BEAN)|lotus
25G4(BEAN)|mint-plant
25G4(CABBAGE)|barley
25G4(CABBAGE)|cabbage
25G4(CABBAGE)|lotus
25G4(CABBAGE)|mint-plant
25G4(CACTUS)|cactus
25G4(CAMOMILE)|barley
25G4(CAMOMILE)|camomile
25G4(CAMOMILE)|lotus
25G4(CAMOMILE)|mint-plant
25G4(CHONDRILLA)|barley
25G4(CHONDRILLA)|chondrilla
25G4(CHONDRILLA)|lotus
25G4(CHONDRILLA)|mint-plant
25G4(CLOVER)|barley
25G4(CLOVER)|clover
25G4(CLOVER)|lotus
25G4(CLOVER)|mint-plant
25G4(DICTAMNUS)|barley
25G4(DICTAMNUS)|dictamnus
25G4(DICTAMNUS)|lotus
25G4(DICTAMNUS)|mint-plant
25G4(FIELD ERYNGO)|barley
25G4(FIELD ERYNGO)|field eryngo
25G4(FIELD ERYNGO)|lotus
25G4(FIELD ERYNGO)|mint-plant
25G4(FLEA-BANE)|barley
25G4(FLEA-BANE)|flea-bane
25G4(FLEA-BANE)|lotus
25G4(FLEA-BANE)|mint-plant
25G4(GARLIC)|barley
25G4(GARLIC)|garlic
25G4(GARLIC)|lotus
25G4(GARLIC)|mint-plant
25G4(GERMANDER)|barley
25G4(GERMANDER)|germander
25G4(GERMANDER)|lotus
25G4(GERMANDER)|mint-plant
25G4(GIANT FENNEL)|barley
25G4(GIANT FENNEL)|fennel
25G4(GIANT FENNEL)|giant fennel
25G4(GIANT FENNEL)|lotus
25G4(GIANT FENNEL)|mint-plant
25G4(GROUNDSEL)|barley
25G4(GROUNDSEL)|groundsel
25G4(GROUNDSEL)|lotus
25G4(GROUNDSEL)|mint-plant
25G4(HELLEBORE)|barley
25G4(HELLEBORE)|hellebore
25G4(HELLEBORE)|lotus
25G4(HELLEBORE)|mint-plant
25G4(HEMLOCK)|barley
25G4(HEMLOCK)|hemlock
25G4(HEMLOCK)|lotus
25G4(HEMLOCK)|mint-plant
25G4(HENBANE)|barley
25G4(HENBANE)|henbane
25G4(HENBANE)|lotus
25G4(HENBANE)|mint-plant
25G4(HOP)|barley
25G4(HOP)|hop
25G4(HOP)|lotus
25G4(HOP)|mint-plant
25G4(HOUSELEEK)|barley
25G4(HOUSELEEK)|houseleek
25G4(HOUSELEEK)|lotus
25G4(HOUSELEEK)|mint-plant
25G4(HYSSOP)|barley
25G4(HYSSOP)|hyssop
25G4(HYSSOP)|lotus
25G4(HYSSOP)|mint-plant
25G4(IVY)|barley
25G4(IVY)|ivy
25G4(IVY)|lotus
25G4(IVY)|mint-plant
25G4(LETTUCE)|barley
25G4(LETTUCE)|lettuce
25G4(LETTUCE)|lotus
25G4(LETTUCE)|mint-plant
25G4(LUPIN)|barley
25G4(LUPIN)|lotus
25G4(LUPIN)|lupin
25G4(LUPIN)|mint-plant
25G4(MANDRAKE)|barley
25G4(MANDRAKE)|lotus
25G4(MANDRAKE)|mandragora
25G4(MANDRAKE)|mandrake
25G4(MANDRAKE)|mint-plant
25G4(MARJORAM)|barley
25G4(MARJORAM)|lotus
25G4(MARJORAM)|marjoram
25G4(MARJORAM)|mint-plant
25G4(MISTLETOE)|barley
25G4(MISTLETOE)|lotus
25G4(MISTLETOE)|mint-plant
25G4(MISTLETOE)|mistletoe
25G4(NETTLE)|barley
25G4(NETTLE)|lotus
25G4(NETTLE)|mint-plant
25G4(NETTLE)|nettle
25G4(ORIGANUM)|barley
25G4(ORIGANUM)|lotus
25G4(ORIGANUM)|mint-plant
25G4(ORIGANUM)|origanum
25G4(PEA)|barley
25G4(PEA)|lotus
25G4(PEA)|mint-plant
25G4(PEA)|pea
25G4(PENNYROYAL)|barley
25G4(PENNYROYAL)|lotus
25G4(PENNYROYAL)|mint-plant
25G4(PENNYROYAL)|pennyroyal
25G4(PEONY)|barley
25G4(PEONY)|lotus
25G4(PEONY)|mint-plant
25G4(PEONY)|peony
25G4(PUMPKIN)|barley
25G4(PUMPKIN)|lotus
25G4(PUMPKIN)|mint-plant
25G4(PUMPKIN)|pumpkin
25G4(REED)|barley
25G4(REED)|lotus
25G4(REED)|mint-plant
25G4(REED)|reed
25G4(ROCKET)|barley
25G4(ROCKET)|lotus
25G4(ROCKET)|mint-plant
25G4(ROCKET)|rocket (plant)
25G4(RUE)|barley
25G4(RUE)|lotus
25G4(RUE)|mint-plant
25G4(RUE)|rue
25G4(SAFFRON)|barley
25G4(SAFFRON)|lotus
25G4(SAFFRON)|mint-plant
25G4(SAFFRON)|saffron
25G4(SAGE)|barley
25G4(SAGE)|lotus
25G4(SAGE)|mint-plant
25G4(SAGE)|sage
25G4(STINGING-NETTLE)|barley
25G4(STINGING-NETTLE)|lotus
25G4(STINGING-NETTLE)|mint-plant
25G4(STINGING-NETTLE)|stinging-nettle
25G4(STRAWBERRY)|barley
25G4(STRAWBERRY)|lotus
25G4(STRAWBERRY)|mint-plant
25G4(STRAWBERRY)|strawberry
25G4(SUNDEW)|barley
25G4(SUNDEW)|lotus
25G4(SUNDEW)|mint-plant
25G4(SUNDEW)|sundew
25G4(THISTLE)|barley
25G4(THISTLE)|lotus
25G4(THISTLE)|mint-plant
25G4(THISTLE)|thistle
25G4(THYME)|barley
25G4(THYME)|lotus
25G4(THYME)|mint-plant
25G4(THYME)|thyme
25G4(WATER-HEMLOCK)|barley
25G4(WATER-HEMLOCK)|lotus
25G4(WATER-HEMLOCK)|mint-plant
25G4(WATER-HEMLOCK)|water-hemlock
25G4(WHEAT)|barley
25G4(WHEAT)|lotus
25G4(WHEAT)|mint-plant
25G4(WHEAT)|wheat
25G4(WORMWOOD)|barley
25G4(WORMWOOD)|lotus
25G4(WORMWOOD)|mint-plant
25G4(WORMWOOD)|wormwood
25G41|flower
25G41(...)|aconite
25G41(ALMOND-BLOSSOM)|almond-blossom
25G41(ANEMONE)|anemone
25G41(BUTTERCUP)|buttercup
25G41(CARNATION)|carnation
25G41(COLUMBINE)|columbine
25G41(CORNFLOWER)|cornflower
25G41(CROCUS)|crocus
25G41(HELIOTROPE)|heliotrope
25G41(HYACINTH)|hyacinth
25G41(IMMORTELLE)|immortelle
25G41(LILY)|lily
25G41(LOTUS)|lotus
25G41(NARCISSUS)|daffodil
25G41(NARCISSUS)|narcissus
25G41(ORCHID)|orchid
25G41(PETUNIA)|petunia
25G41(POPPY)|poppy
25G41(ROSE)|rose
25G41(SUNFLOWER)|sunflower
25G41(TULIP)|tulip
25G41(VIOLET)|violet
25G41(WATER-LILY)|waterlily
25G411|bunch of flowers
25G411|nosegay
25G4111|garland
25G4111|wreath
25G412|drying
25G49|artificial flower
25G49|artificial plant
25G5|lower plant
25G51|fern
25G52|moss
25G53|algae
25G53|seaweed
25G54|fungi
25G541|mushroom
25G55|lichen
25G6|extinct
25G61|prehistory
25G62|fossil
25G7|flower
25G7|language
25GG|fabulous vegetation
25GG|fantasy
25GG|plant
25GG11|group
25GG11|tree
25GG12|bush
25GG12|group
25GG13|group
25GG14|group
25GG14|lower plant
25GG21|fruit
25GG21(ACORN)|acorn
25GG21(ACORN)|mulberry
25GG21(ALMOND)|almond
25GG21(ALMOND)|mulberry
25GG21(APPLE)|apple
25GG21(APPLE)|mulberry
25GG21(BEANS)|bean
25GG21(BEANS)|mulberry
25GG21(BILBERRY)|bilberry
25GG21(BILBERRY)|mulberry
25GG21(CHERRY)|cherry
25GG21(CHERRY)|mulberry
25GG21(CHESTNUT)|chestnut
25GG21(CHESTNUT)|mulberry
25GG21(FIG)|fig
25GG21(FIG)|mulberry
25GG21(LEMON)|lemon
25GG21(LEMON)|mulberry
25GG21(MEDLAR)|medlar
25GG21(MEDLAR)|mulberry
25GG21(MELON)|melon
25GG21(MELON)|mulberry
25GG21(NUTS)|mulberry
25GG21(NUTS)|nut
25GG21(PEACH)|mulberry
25GG21(PEACH)|peach
25GG21(PEAR)|mulberry
25GG21(PEAR)|pear
25GG21(PINE-CONE)|mulberry
25GG21(PINE-CONE)|pine-cone
25GG21(PINEAPPLE)|mulberry
25GG21(PINEAPPLE)|pineapple
25GG21(PLUM)|mulberry
25GG21(PLUM)|plum
25GG21(POMEGRANATE)|mulberry
25GG21(POMEGRANATE)|pomegranate
25GG21(PUMPKIN)|mulberry
25GG21(PUMPKIN)|pumpkin
25GG21(SPRUCE-CONE)|mulberry
25GG21(SPRUCE-CONE)|spruce-cone
25GG21(STRAWBERRY)|mulberry
25GG21(STRAWBERRY)|strawberry
25GG21(WALNUT)|mulberry
25GG21(WALNUT)|nut
25GG21(WALNUT)|walnut
25GG211(...)|peel
25GG211(...)|rind
25GG211(...)|shell
25GG211(...)|skin
25GG2111|seed
25GG2111(PEA)|lentil
25GG2111(PEA)|pea
25GG22(...)|bark (skin)
25GG22(...)|bulb
25GG22(...)|cork
25GG22(...)|root
25GG22(...)|tuber
25GG22(ASPARAGUS)|asparagus
25GG22(ASPARAGUS)|carrot
25GG22(CINNAMON)|carrot
25GG22(CINNAMON)|cinnamon
25GG22(ONION)|carrot
25GG22(ONION)|onion
25GG22(RADISH)|carrot
25GG22(RADISH)|radish
25GG22(TURNIP)|carrot
25GG22(TURNIP)|turnip
25GG3(ACACIA)|acacia
25GG3(AVOCADO)|avocado
25GG3(BIRCH)|birch (tree)
25GG3(HOLM-OAK)|holm-oak
25GG3(LAUREL)|laurel
25GG3(LEMON-TREE)|lemon-tree
25GG3(MYRRH-TREE)|myrrh-tree
25GG3(PINE)|pine-tree
25GG3(POPLAR)|poplar
25GG3(QUINCE-TREE)|quince-tree
25GG3(WHITE POPLAR)|white poplar
25GG3(YEW)|yew
25GG31|bush
25GG31(BUCKTHORN)|buckthorn
25GG31(BUCKTHORN)|incense bush
25GG31(OLEANDER)|incense bush
25GG31(OLEANDER)|oleander
25GG39|diagram
25GG39|scheme
25GG4(AMARANTH)|barley
25GG4(AMARANTH)|lotus
25GG4(AMARANTH)|mint-plant
25GG4(MARJORAM)|barley
25GG4(MARJORAM)|lotus
25GG4(MARJORAM)|marjoram
25GG4(MARJORAM)|mint-plant
25GG4(PEONY)|barley
25GG4(PEONY)|lotus
25GG4(PEONY)|mint-plant
25GG4(PEONY)|peony
25GG4(PUMPKIN)|barley
25GG4(PUMPKIN)|lotus
25GG4(PUMPKIN)|mint-plant
25GG4(PUMPKIN)|pumpkin
25GG41|flower
25GG41(CARNATION)|aconite
25GG41(CARNATION)|carnation
25GG41(COLUMBINE)|aconite
25GG41(COLUMBINE)|columbine
25GG41(HELIOTROPE)|aconite
25GG41(HELIOTROPE)|heliotrope
25GG41(HYACINTH)|aconite
25GG41(HYACINTH)|hyacinth
25GG41(IMMORTELLE)|aconite
25GG41(IMMORTELLE)|immortelle
25GG41(LOTUS)|aconite
25GG41(LOTUS)|lotus
25GG41(PETUNIA)|aconite
25GG41(PETUNIA)|petunia
25GG41(POPPY)|aconite
25GG41(POPPY)|poppy
25GG41(ROSE)|aconite
25GG41(ROSE)|rose
25GG41(SUNFLOWER)|aconite
25GG41(SUNFLOWER)|sunflower
25GG41(TULIP)|aconite
25GG41(TULIP)|tulip
25GG411|bunch of flowers
25GG411|nosegay
25GG412|drying
25GG49|artificial flower
25GG49|artificial plant
25GG61|prehistory
25GG62|fossil
25H|ideal landscape
25H|landscape
25H1|temperate zone
25H11|mountain
25H111|peak
25H111|snow
25H1111|glacier
25H112|rock
25H1121|peak
25H1121|top
25H1122|canyon
25H1122|chasm
25H1122|gap
25H1122|ravine
25H1123|rock-formation
25H1124|stone
25H113|hill
25H1131|mound
25H1131|verge
25H114|hill
25H114|rolling hills
25H115|hole
25H115|pit
25H116|earthquake
25H116|landslide
25H119|cave
25H119|grotto
25H1191|stalactite
25H12|field
25H12|valley
25H121|cliff
25H121|rock
25H13|coast
25H13|sea
25H131|rock
25H1311|fjord
25H1311|loch
25H1311|sea loch
25H1312|reef
25H1313|cape (promontory)
25H1314|cliff
25H1314|crag
25H132|dune coast
25H1321|dune
25H1321|hill
25H1321|sand
25H133|beach
25H1331|sand-bank
25H1332|mud flat
25H1333|inlet
25H134|swamp
25H135|haff
25H135|lagoon
25H135|shingle bank
25H138|coastal structures
25H1381|breakwater
25H1381|protection
25H13811|sea-wall
25H13811|wall
25H13812|groyne
25H13813|mole (breakwater)
25H14|island
25H141|peninsula
25H142|isthmus
25H15|forest
25H15|tree
25H151|deciduous forest
25H151|foliage
25H151|leaf
25H152|coniferous forest
25H152|needle
25H152|pine-tree
25H153|bush
25H154|Lichtung im Wald
25H154|glade
25H155|edge
25H155|fringe
25H156|forest path
25H156|lane
25H156|path
25H159|fire
25H159|forest fire
25H16|field
25H16|plain
25H161|grass
25H161|prairie
25H161|savanna
25H17|grass
25H17|meadow
25H171|alp
25H171|mountain
25H172|bird
25H172|brook
25H172|feeling
25H172|flower
25H172|hearing
25H172|locus amoenus
25H172|senses
25H172|sight
25H172|smell
25H172|spring (source)
25H172|taste
25H172|tree
25H18|agriculture
25H18|cultivation
25H181|no man's land
25H181|waste land
25H182|field
25H182|ploughing
25H183|crop
25H183|field
25H19|polder
25H19|swamp
25H191|fens
25H192|reclamation
25H1921|engine
25H1921|pump
25H1922|technology
25H193|draining
25H193|land
25H193|reclamation
25H199|flood
25H1991|breaking
25H1991|bursting
25H1991|dike
25H1992|rescuing
25H2|waters
25H2|waterscape
25H21|water course
25H211|spring (source)
25H212|brook
25H213|river
25H2130|Fiumi
25H2130|Ripa
25H2130|personification
25H2130|river-god
25H2130(ADIGE)|Adige (river)
25H2130(ARNO)|Arno (river)
25H2130(CLAMOR)|Clamor (river)
25H2130(DANUBE)|Danube (river)
25H2130(DANUBE)|Danubio
25H2130(GANGES)|Gange
25H2130(GANGES)|Gange Fiume
25H2130(GANGES)|Ganges (river)
25H2130(INDUS)|Indo
25H2130(INDUS)|Indus (river)
25H2130(JORDAN)|Jordan (river)
25H2130(MEANDER)|Historia
25H2130(MEANDER)|Meander (river)
25H2130(NIGER)|Niger (river)
25H2130(NILE)|Nile (river)
25H2130(NILE)|Nilo
25H2130(PO)|Po (river)
25H2130(RHINE)|Rhine (river)
25H2130(TIBER)|Tevere
25H2130(TIBER)|Tiber (river)
25H2130(TIGRIS)|Tigre
25H2130(TIGRIS)|Tigris (river)
25H2131|whirlpool
25H214|lake
25H2141|dam
25H21411|barrage
25H2142|fen
25H2142|ven
25H2143|pond
25H2143|pool
25H21431|puddle
25H215|estuary
25H215|mouth
25H215|river mouth
25H216|cascade
25H216|waterfall
25H2161|rapids
25H217|river bank
25H2171|dike
25H2172|meadow
25H2172|water-meadow
25H21721|flood
25H2173|path
25H2173|towing path
25H219|drought
25H219|river bed
25H22|canal
25H221|lift-lock
25H221|lock
25H222|dam
25H223|sluice
25H223|weir
25H224|ditch
25H225|engineering
